Filename,Noun Freq,Verb Freq,Adj Freq,Adv Freq,Unique PER,Unique LOC,Unique ORG
<<<<<<< HEAD
0310.b3.txt,1750.21,718.98,805.26,562.86,22,6,11
0103.b3.txt,1861.84,560.24,589.72,244.31,19,1,39
1533.b3.txt,1709.78,893.29,707.36,339.53,8,0,15
1097.b3.txt,1585.6,836.58,904.67,530.16,13,1,10
0165.b3.txt,1723.0,652.75,629.56,248.51,43,0,21
0171.b3.txt,1622.81,789.47,814.54,313.28,11,0,19
0122.b3.txt,1390.32,793.0,597.32,262.62,14,2,14
0307.b3.txt,1616.27,736.67,769.65,230.9,12,4,20
0139.b3.txt,1963.66,838.22,838.22,363.42,10,1,8
0200.b3.txt,1786.19,783.53,843.29,424.97,9,0,4
2018.b3.txt,1792.78,1030.27,675.2,296.86,11,0,13
1102.b3.txt,1681.42,707.96,921.83,435.1,4,4,4
1520.b3.txt,1173.54,774.81,530.13,285.46,20,1,29
0313.b3.txt,1718.5,546.25,769.54,279.11,5,2,13
2034.b3.txt,1421.05,1142.11,605.26,394.74,14,0,11
1100.b3.txt,1622.01,745.84,658.94,304.13,15,2,4
1057.b3.txt,1804.95,949.05,649.2,366.81,19,1,15
0140.b3.txt,2699.75,647.6,580.32,277.54,5,0,2
1069.b3.txt,1459.68,706.3,653.33,397.29,36,1,24
1508.b3.txt,1531.87,865.84,651.76,313.99,18,1,19
1066.b3.txt,1705.51,884.53,958.69,429.03,9,0,8
0303.b3.txt,1512.42,767.49,812.64,428.89,2,0,1
0304.b3.txt,1699.06,835.13,611.95,439.16,6,4,9
1536.b3.txt,1823.06,745.31,680.97,466.49,13,3,6
1023.b3.txt,1256.41,724.36,769.23,448.72,8,0,7
1112.b3.txt,1591.28,888.53,823.91,460.42,8,0,9
0308.b3.txt,1765.08,901.59,844.44,704.76,4,1,4
1532.b3.txt,1625.78,846.56,663.78,365.56,16,3,19
0130.b3.txt,1575.98,759.75,693.02,426.08,11,5,12
1082.b3.txt,2103.9,675.32,886.36,318.18,13,2,17
0134.b3.txt,1562.14,940.77,807.2,813.01,11,0,10
1534.b3.txt,1701.17,832.58,972.1,499.55,13,0,9
0133.b3.txt,1305.14,768.53,559.35,359.25,38,4,19
0300.b3.txt,1593.05,843.67,803.97,292.8,23,1,14
0105.b3.txt,1385.14,861.49,760.14,396.96,7,0,8
=======
0103.b3.txt,1861.84,560.24,589.72,244.31,"{'P. Trudgill', 'Derv\nDenier\t\t\tDay', 'Trudgill P.', 'Allen', 'BrE', 'J. Hannah', 'Camiknickers\nCanoodle\t\t\tCaravanning\nCarer\t\t\tChap\nDab', 'Hannah', 'Ferris', 'Cakewal\nCandy', 'Truncheon\nGarbage', 'Carrycot\nCarry-out', 'Backcha\nTease\t\t\t\t', 'Barney\nBarrack\t\t\tBaddie\nBarrow', 'Trudgill', 'Barrette', 'Aftercare\nAggro\t\t\tAir', 'Barf\nBach', 'Bias'}",{'North America'},"{'Batty\t\t\tBanana', 'Longman Dictionary of Contemporary English', 'Chaparral\t\t\t\tChap-book\nDentine\t\t\t\tDang\nDavenport\t\t\t\tDay', 'Baseboard\t\t\t\tSkirting', 'Cabstand\t\t\t\tTaxi', 'Bedroll\nBare', 'Longman', 'Air', 'Babymilk\nBabysitter\t\t\t\t', ""Binman\nCaboose\t\t\t\tGuard's"", 'Charter', 'Billfold', 'Clays Ltd.', 'Aluminum\t\t\t\tAluminium\nFootball\t\t\t\t', 'Formula', 'Careen\nCaregiver\t\t\t\tCare', 'Desk', 'Longman Dictionary', 'Catapult', 'Oxford', 'Chips\nWastebasket\t\tBin\nSilverware\t\t\t', 'the British National Corpus', 'Channel surf', 'BB', 'Postal', 'Campground\t\t\t\tCampsite\nCan\t\t\t\tTin\nCanadian', 'Banker', 'Childminder\nBachelor party', 'Cadge', 'Pushcart', 'Ambulanceman', 'Aubergine\nCookie\t\t\tBiscuit\nBiscuit\t\t\t', ""Dibs\nDeadhead\t\t\t\tDiddly\nDean's"", 'Bellboy\nBell pepper\t\t\tCapsicum\nBeltway\t\t\t\tRing', 'Bacon\nCandy\t\t\t\tSweet\nCotton Candy \t\t\tCandyfloss\nTrailer\t\t\t\tCaravan\nCard', 'Band-Aid\t\t\t\tElastoplast\nBank', 'Polo', 'Bartender\t\t\t\tBarman', 'Sweater\t\t\t\tJumper\nUndershirt \t\t\t'}"
0105.b3.txt,1385.14,861.49,760.14,396.96,"{'Lemme', ""Toni Morrison's"", 'Finegan', 'Jude', 'Yule', ""killin'"", ""Edward Finegan's""}",set(),"{'African-America Vernacular', 'SE', 'deweys', 'the University of Cambridge', 'African-American Vernacular', 'Harcourt Brace College Publishers', 'AAVE', 'First Plume Printing'}"
0122.b3.txt,1390.32,793.0,597.32,262.62,"{'David', 'John R Rickford', 'Abu-Jamal', '2:3 Background', 'John r.', 'George', 'Cayfosa', 'http://www.stanford.edu/~rickford/SuiteForEbonyAndPhonics.html', 'Barcelona', 'Rickson', 'Yule', 'Lund', 'Rickford', 'John R.'}","{'the Ricki Lake', 'the Ricki Lake Show'}","{'Stanford University', 'adv', 'Rlickford 1996', 'General American', 'Longman', 'Ebonics', 'BEV', 'Oakland Resolution on Ebonics', 'the general public,(Rickford', 'Rickford 1996', 'Eductibility', 'AAVE', 'Cambridge University Press \n\n', 'the Oakland School Board'}"
0130.b3.txt,1575.98,759.75,693.02,426.08,"{'C. The English Language', 'Henry IV', 'Gachelin', 'J. M. 1975', 'Barber', ""Geoffrey Chaucer's"", 'Nordman', 'Jean-Marc Gachelin', 'Williams', 'Romance', 'J.M. Origins'}","{'the east coast', 'Germanic', 'the British Isles', 'North', 'the Black Death'}","{'Canterbury Tales', 'Danes', 'T. 1993', 'Germanic', 'Vikings', 'Romance Language', 'Cable', 'Baugh & Cable', 'T. A History', 'the University of Rouen', 'The Free Press', 'Romance'}"
