Filename,Noun Freq,Verb Freq,Adj Freq,Adv Freq,Unique PER,Unique LOC,Unique ORG
0103.b2.txt,2075.47,1096.14,566.04,377.36,"{'1999:5', 'som lyser med ögonen', 'lyser med ögonen'}",set(),{'höstmörkret'}
0134.b2.txt,1720.61,928.45,1192.5,630.32,"{'Dagens Nyheter', 'Sverker Arfvidsson', 'Arfvidsson'}",set(),{'Arfvidsson'}
0139.b2.txt,1540.15,1243.12,902.09,473.05,"{'Dagens Nyheter', 'Olle Ekhöjd'}",set(),"{'Ekhöjd', 'Parliament'}"
0140.b2.txt,1969.7,1000.0,595.96,515.15,"{'Upsala Nya', 'Birgitta Jennische', 'Siw Eriksson', 'Eriksson'}",set(),"{'Jennische', 'Uppsla'}"
0165.b2.txt,1912.42,1018.77,759.61,303.84,{'SvD'},set(),set()
0200.b2.txt,1761.9,1142.86,1028.57,600.0,"{'Jan Nordling', 'Nordling'}",set(),"{'American TV', 'TV4 Uppland', 'TV3', 'SVT', 'ORIMLIGA REGLER HINDRAR TV4', 'the Swedish Radio Fund', 'UNT', 'TV4', 'the Swedish State', 'Swedish TV', 'State'}"
0300.b2.txt,1739.13,1322.46,824.28,371.38,"{'Niclas Berggren', 'Berggren'}",set(),"{""Svenska Dagbladet's"", 'Svenska Dagbladet', 'RFSL'}"
0308.b2.txt,1563.79,1012.35,913.58,641.98,{'Jan Nordling'},set(),"{'UNT', 'SVT', 'TV4 Uppland', 'TV4'}"
0310.b2.txt,2308.48,949.95,510.73,449.44,"{'Ökad biltrafik bra för miljön', 'Gillberg', 'Björn Gillberg', 'Dagens Nyheter', 'Tom Corneliusson'}",set(),{'Corneliusson'}
0313.b2.txt,1511.35,1041.5,877.06,477.68,"{'Navarre', 'Euskera', 'manuel de Unciti', 'José María Aznar', 'Aznar', 'Manuel de Unciti'}",{'the Basque Country'},"{'Unciti', 'Basque Country', 'the European Community', 'the Basque Country'}"
1003.b2.txt,1800.26,1208.94,801.58,381.08,"{'Kortad arbetstid skadar', 'ej hur', 'DN', 'ska översätta', 'Staten har råd att', 'korta arbetstiden', 'Holger Eriksson et al'}",set(),"{'The National Agency for Government', 'the National Agency for Government Employers'}"
1006.b2.txt,1810.44,1011.71,638.98,447.28,set(),set(),"{'UNT', 'Budapest'}"
1006.b2i.txt,1810.44,1011.71,638.98,447.28,set(),set(),"{'UNT', 'Budapest'}"
1021.b2.txt,1981.98,1036.04,639.64,351.35,"{'Solding', 'Mats Solding', 'costody', 'Westman', 'Ingela Thalén', 'Lennart Westman'}",set(),"{'À\x02', 'Social Security', 'Children Have the Right'}"
1023.b2.txt,1508.57,948.57,708.57,480.0,"{'Gunvor Hildén', 'Europé', 'Jörg Haider', 'Haider', 'Hildén'}",{'Europe'},"{'EU', 'his Freedom Party', 'the Austrian Freedom Party', 'the Freedom Party', 'the European Union'}"
1057.b2.txt,1783.82,1126.23,710.51,491.31,{'Konjunkturinstitutet'},set(),"{'Aftonbladet', 'Konjunkturinstitutet'}"
